Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Ramilya Sirochetdinova,F,B,Single-ply,19.5,20-23,19-23,Juniors,52,52,,,,,,90,97.5,-100,,97.5,,,,,,97.5,2,118.84,121.55,107.74,67.57,Yes,Uzbekistan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Misaki Arimoto,F,B,Single-ply,20.5,20-23,19-23,Juniors,51.5,52,,,,,,85,90,-97.5,,90,,,,,,90,3,110.44,113.04,100.23,62.87,Yes,Japan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Mareen Schmeelke,F,B,Single-ply,22,20-23,19-23,Juniors,51.5,52,,,,,,77.5,82.5,-87.5,,82.5,,,,,,82.5,4,101.24,103.62,91.88,57.63,Yes,Germany,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Inna Filimonova #2,F,B,Single-ply,18.5,18-19,19-23,Juniors,50.2,52,,,,,,-105,-105,-105,,,,,,,,,DQ,,,,,Yes,Russia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Tatiana Gabidulina,F,B,Single-ply,20.5,20-23,19-23,Juniors,56.55,57,,,,,,-112.5,-112.5,112.5,,112.5,,,,,,112.5,1,129.56,131.36,116.17,73.05,Yes,Russia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Eszter KovÃ¡cs,F,B,Single-ply,20.5,20-23,19-23,Juniors,56.65,57,,,,,,112.5,-115,-115,,112.5,,,,,,112.5,2,129.41,131.18,116,72.96,Yes,Hungary,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Misato Ikeda,F,B,Single-ply,22,20-23,19-23,Juniors,55.35,57,,,,,,90,-100,-112.5,,90,,,,,,90,3,105.13,106.87,94.55,59.38,Yes,Japan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Monika Sroczyk,F,B,Single-ply,20.5,20-23,19-23,Juniors,55.85,57,,,,,,80,85,-92.5,,85,,,,,,85,4,98.7,100.22,88.66,55.7,Yes,Poland,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Milda BrÅ«verÄ—,F,B,Single-ply,18.5,18-19,19-23,Juniors,56.9,57,,,,,,55,60,-65,,60,,,,,,60,5,68.82,69.72,61.65,38.79,Yes,Lithuania,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Valeriya Yaragina,F,B,Single-ply,19.5,20-23,19-23,Juniors,61.55,63,,,,,,120,125,132.5,,132.5,,,,,,132.5,1,144.56,144.85,127.94,81.16,Yes,Kazakhstan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Ekaterina Filyar,F,B,Single-ply,22.5,20-23,19-23,Juniors,62.55,63,,,,,,-115,-115,117.5,,117.5,,,,,,117.5,2,126.93,126.88,112.05,71.23,Yes,Russia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Vira Boboshko,F,B,Single-ply,19.5,20-23,19-23,Juniors,62.9,63,,,,,,105,112.5,117.5,,117.5,,,,,,117.5,3,126.5,126.34,111.56,70.98,Yes,Ukraine,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Fanney HauksdÃ³ttir,F,B,Single-ply,20.5,20-23,19-23,Juniors,58,63,,,,,,-110,110,115,,115,,,,,,115,4,130.27,131.64,116.37,73.33,Yes,Iceland,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Iveta JurÄÃ­kovÃ¡,F,B,Single-ply,20.5,20-23,19-23,Juniors,62.3,63,,,,,,95,100,112.5,,112.5,,,,,,112.5,5,121.82,121.85,107.61,68.37,Yes,Slovakia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Erika Andersen,F,B,Single-ply,21.5,20-23,19-23,Juniors,62.1,63,,,,,,90,-95,95,,95,,,,,,95,6,103.08,103.15,91.1,57.86,Yes,Denmark,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Kayla James,F,B,Single-ply,22.5,20-23,19-23,Juniors,62.65,63,,,,,,82.5,-90,-90,,82.5,,,,,,82.5,7,89.03,88.98,78.57,49.96,Yes,USA,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Zhadyra Kabieva,F,B,Single-ply,20.5,20-23,19-23,Juniors,69.85,72,,,,,,-125,125,-130,,125,,,,,,125,1,126.56,124.54,109.79,71.05,Yes,Kazakhstan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Emi Nakano,F,B,Single-ply,19.5,20-23,19-23,Juniors,71,72,,,,,,95,102.5,105,,105,,,,,,105,2,105.35,103.45,91.16,59.17,Yes,Japan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Viktoria Vazhenina,F,B,Single-ply,20.5,20-23,19-23,Juniors,70.95,72,,,,,,95,-102.5,102.5,,102.5,,,,,,102.5,3,102.88,101.04,89.03,57.78,Yes,Russia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Maaike de Vries,F,B,Single-ply,18.5,18-19,19-23,Juniors,68.1,72,,,,,,90,-95,95,,95,,,,,,95,4,97.58,96.35,84.98,54.75,Yes,Netherlands,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Natalya Kuzmina #1,F,B,Single-ply,21,20-23,19-23,Juniors,83.3,84,,,,,,-162.5,162.5,-167.5,,162.5,,,,,,162.5,1,150.12,145.52,127.3,85.12,Yes,Kazakhstan,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Ekaterina Baranova,F,B,Single-ply,20.5,20-23,19-23,Juniors,83.6,84,,,,,,140,145,-165,,145,,,,,,145,2,133.73,129.61,113.35,75.85,Yes,Russia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Casey Alba,F,B,Single-ply,22.5,20-23,19-23,Juniors,82.05,84,,,,,,135,-140,-145,,135,,,,,,135,3,125.63,121.84,106.69,71.15,Yes,USA,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Aleksandra ZieliÅ„ska,F,B,Single-ply,20.5,20-23,19-23,Juniors,80.25,84,,,,,,100,107.5,-112.5,,107.5,,,,,,107.5,4,101.13,98.19,86.1,57.18,Yes,Poland,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
MÃ¡ria KÃ¶teles,F,B,Single-ply,20.5,20-23,19-23,Juniors,133.1,84+,,,,,,155,160,165,,165,,,,,,165,1,129.12,129.51,109.22,76.87,Yes,Hungary,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
MÃ³nika Lovas,F,B,Single-ply,18.5,18-19,19-23,Juniors,112.45,84+,,,,,,120,127.5,130,,130,,,,,,130,2,106.38,105.22,89.48,62.29,Yes,Hungary,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Magdalena Bialek,F,B,Single-ply,21.5,20-23,19-23,Juniors,86.7,84+,,,,,,-115,117.5,122.5,,122.5,,,,,,122.5,3,111.07,107.59,93.83,63.19,Yes,Poland,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Anastasia Moseeva,F,B,Single-ply,18.5,18-19,19-23,Juniors,111,84+,,,,,,110,115,-120,,115,,,,,,115,4,94.51,93.33,79.41,55.26,Yes,Russia,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Elizabeth Perez,F,B,Single-ply,22.5,20-23,19-23,Juniors,87.1,84+,,,,,,-115,-115,-115,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,5/20/2013,Lithuania,,Kaunas,World Bench Press Championships,Yes
Toshihiko Noda,M,B,Single-ply,38,35-39,24-39,Open,58.7,59,,,,,,195,202.5,210.5,,210.5,,,,,,210.5,1,180.93,183.2,179.12,104.39,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Abdulkarim Karaman,M,B,Single-ply,22.5,20-23,19-23,Open,58.7,59,,,,,,-185,190,-205,,190,,,,,,190,2,163.31,165.36,161.67,94.23,Yes,Kazakhstan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Igor Garashchenko,M,B,Single-ply,28.5,24-34,24-39,Open,59,59,,,,,,-190,190,,,190,,,,,,190,3,162.62,164.57,160.86,93.63,Yes,Ukraine,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Oleg Smirnov #1,M,B,Single-ply,26.5,24-34,24-39,Open,57.75,59,,,,,,185,-190,-190,,185,,,,,,185,4,161.23,163.5,160.01,93.67,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Yernur Khailyamov,M,B,Single-ply,22.5,20-23,19-23,Open,58.35,59,,,,,,185,-195,-200,,185,,,,,,185,5,159.82,161.91,158.36,92.44,Yes,Kazakhstan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Fredrik Eskil Myrvang,M,B,Single-ply,26.5,24-34,24-39,Open,56.7,59,,,,,,167.5,175,-180,,175,,,,,,175,6,154.94,157.4,154.21,90.76,Yes,Norway,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Dariusz WszoÅ‚a,M,B,Single-ply,38.5,35-39,24-39,Open,58.65,59,,,,,,172.5,-180,-180,,172.5,,,,,,172.5,7,148.38,150.25,146.91,85.64,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Jesse Johnson #3,M,B,Single-ply,26.5,24-34,24-39,Open,58.6,59,,,,,,110,120,-130,,120,,,,,,120,8,103.29,104.6,102.28,59.64,Yes,England,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Masashi Fukuda,M,B,Single-ply,32.5,24-34,24-39,Open,65.65,66,,,,,,235,241.5,248,,248,,,,,,248,1,195.08,195.58,190.1,108.2,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Yan Urusov,M,B,Single-ply,27.5,24-34,24-39,Open,65.55,66,,,,,,225,235,-247.5,,235,,,,,,235,2,185.07,185.57,180.37,102.69,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Eldos Yermakhanov,M,B,Single-ply,26.5,24-34,24-39,Open,65.8,66,,,,,,212.5,220,-237.5,,220,,,,,,220,3,172.76,173.18,168.3,95.75,Yes,Kazakhstan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Andreas Frasl,M,B,Single-ply,34,24-34,24-39,Open,65.5,66,,,,,,-210,210,-235,,210,,,,,,210,4,165.47,165.93,161.29,91.84,Yes,Austria,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Daiki Kodama,M,B,Single-ply,37.5,35-39,24-39,Open,72.55,74,,,,,,250,265,275,,275,,,,,,275,1,201.61,200.65,194.15,108.96,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Oleg Butenko,M,B,Single-ply,33.5,24-34,24-39,Open,73.2,74,,,,,,-255,-255,255,,255,,,,,,255,2,185.85,184.86,178.8,100.24,Yes,Kazakhstan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Amit Selberg,M,B,Single-ply,40.5,40-44,40-49,Open,73.4,74,,,,,,-245,245,-257.5,,245,,,,,,245,3,178.24,177.26,171.43,96.08,Yes,Sweden,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Adam Balawejder,M,B,Single-ply,35.5,35-39,24-39,Open,73.9,74,,,,,,225,-235,235,,235,,,,,,235,4,170.21,169.2,163.59,91.62,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Renars Dronga,M,B,Single-ply,28.5,24-34,24-39,Open,73.35,74,,,,,,230,-242.5,-245,,230,,,,,,230,5,167.4,166.49,161.02,90.25,Yes,Latvia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Yuki Sato,M,B,Single-ply,33.5,24-34,24-39,Open,73.55,74,,,,,,215,-225,-232.5,,215,,,,,,215,6,156.2,155.33,150.21,84.17,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Bayarbaatar Batgerel,M,B,Single-ply,25.5,24-34,24-39,Open,73.6,74,,,,,,-240,-245,-247.5,,,,,,,,,DQ,,,,,Yes,Mongolia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Goki Omuro,M,B,Single-ply,24,24-34,24-39,Open,82.6,83,,,,,,290,302.5,-310.5,,302.5,,,,,,302.5,1,204.77,202.5,194.83,108.04,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Sergey Knyazev,M,B,Single-ply,40.5,40-44,40-49,Open,82.25,83,,,,,,300,-305,-307.5,,300,,,,,,300,2,203.57,201.34,193.75,107.48,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Askar Shokhanov,M,B,Single-ply,33.5,24-34,24-39,Open,82.85,83,,,,,,285,292.5,-302.5,,292.5,,,,,,292.5,3,197.66,195.45,188.03,104.25,Yes,Kazakhstan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Yuki Fukushima,M,B,Single-ply,30.5,24-34,24-39,Open,81.75,83,,,,,,-282.5,282.5,-302.5,,282.5,,,,,,282.5,4,192.36,190.29,183.18,101.66,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Maksim Beloborodov,M,B,Single-ply,33.5,24-34,24-39,Open,82,83,,,,,,275,-285,-292.5,,275,,,,,,275,5,186.93,184.9,177.96,98.74,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Mads Friche,M,B,Single-ply,34.5,24-34,24-39,Open,81.9,83,,,,,,242.5,252.5,-260,,252.5,,,,,,252.5,6,171.75,169.9,163.53,90.74,Yes,Denmark,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Kim Beck-Gundersen,M,B,Single-ply,32,24-34,24-39,Open,82,83,,,,,,245,250,-267.5,,250,,,,,,250,7,169.93,168.09,161.78,89.76,Yes,Norway,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Jozef Sotolar,M,B,Single-ply,36.5,35-39,24-39,Open,82.55,83,,,,,,235,-245,245,,245,,,,,,245,8,165.9,164.07,157.86,87.54,Yes,Slovakia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Raik GÃ¼nterberg,M,B,Single-ply,27.5,24-34,24-39,Open,82.6,83,,,,,,242.5,-250,-255,,242.5,,,,,,242.5,9,164.16,162.33,156.19,86.61,Yes,Germany,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Gansukh Batsukh,M,B,Single-ply,28.5,24-34,24-39,Open,82.7,83,,,,,,230,240,-250,,240,,,,,,240,10,162.35,160.55,154.46,85.65,Yes,Mongolia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Joakim WÃ¥ng,M,B,Single-ply,34,24-34,24-39,Open,81.9,83,,,,,,-245,-245,-247.5,,,,,,,,,DQ,,,,,Yes,Sweden,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
RafaÅ‚ Zalewski,M,B,Single-ply,33.5,24-34,24-39,Open,82.65,83,,,,,,-270,-270,-270,,,,,,,,,DQ,,,,,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Luke Hanifen,M,B,Single-ply,35.5,35-39,24-39,Open,82.8,83,,,,,,-247.5,-247.5,-247.5,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Eduard Tebenkov,M,B,Single-ply,26.5,24-34,24-39,Open,92.3,93,,,,,,-317.5,317.5,330.5,,330.5,,,,,,330.5,1,211.05,208.37,199.49,109.8,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Adam Mamola,M,B,Single-ply,39.5,35-39,40-49,Open,92.55,93,,,,,,312.5,-320,-320.5,,312.5,,,,,,312.5,2,199.29,196.76,188.36,103.66,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Naoki Hasegawa,M,B,Single-ply,24.5,24-34,24-39,Open,92.3,93,,,,,,307.5,-312.5,-320,,307.5,,,,,,307.5,3,196.36,193.87,185.61,102.16,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Jan Wegiera,M,B,Single-ply,51.5,50-54,50-59,Open,92.7,93,,,,,,-305,305,-310,,305,,,,,,305,4,194.36,191.89,183.68,101.07,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Andriy Krymov,M,B,Single-ply,31.5,24-34,24-39,Open,92.9,93,,,,,,305,-312.5,-315,,305,,,,,,305,5,194.16,191.7,183.48,100.95,Yes,Ukraine,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Roger Navarsete,M,B,Single-ply,26.5,24-34,24-39,Open,92.4,93,,,,,,285,-292.5,-292.5,,285,,,,,,285,6,181.9,179.59,171.93,94.63,Yes,Norway,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Masahito Kitsui,M,B,Single-ply,38.5,35-39,24-39,Open,92.25,93,,,,,,260,275,-280,,275,,,,,,275,7,175.66,173.42,166.04,91.39,Yes,Hong Kong,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Galsaikhan Myagmarsuren,M,B,Single-ply,28.5,24-34,24-39,Open,92.4,93,,,,,,227.5,-237.5,240,,240,,,,,,240,8,153.18,151.23,144.78,79.69,Yes,Mongolia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
ZdenÄ›k TuhÃ¡Äek,M,B,Single-ply,30.5,24-34,24-39,Open,92.6,93,,,,,,220,-232.5,-232.5,,220,,,,,,220,9,140.27,138.49,132.57,72.95,Yes,Czechia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Mariusz Hintzke,M,B,Single-ply,22.5,20-23,19-23,Open,92.25,93,,,,,,-305,-310,-315,,,,,,,,,DQ,,,,,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Tommy Navarsete,M,B,Single-ply,38.5,35-39,24-39,Open,92.6,93,,,,,,-275,-275,-277.5,,,,,,,,,DQ,,,,,Yes,Norway,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Vladimir Grishaev,M,B,Single-ply,35.5,35-39,24-39,Open,103.75,105,,,,,,320,327.5,332.5,,332.5,,,,,,332.5,1,201.51,199.54,190.53,103.82,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Tumenjargal Dashzegve,M,B,Single-ply,29.5,24-34,24-39,Open,103,105,,,,,,-312.5,315,330,,330,,,,,,330,2,200.59,198.56,189.6,103.4,Yes,Mongolia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Volodymyr Bettyar,M,B,Single-ply,32.5,24-34,24-39,Open,104.8,105,,,,,,315,322.5,330,,330,,,,,,330,3,199.17,197.32,188.42,102.56,Yes,Ukraine,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Arslan Suyunshaliyev,M,B,Single-ply,27.5,24-34,24-39,Open,104.2,105,,,,,,-317.5,-317.5,322.5,,322.5,,,,,,322.5,4,195.1,193.23,184.51,100.5,Yes,Kazakhstan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Stefan Jamroz,M,B,Single-ply,36.5,35-39,24-39,Open,104.7,105,,,,,,-322.5,322.5,-325,,322.5,,,,,,322.5,5,194.72,192.91,184.2,100.27,Yes,Sweden,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Milan Selinger,M,B,Single-ply,33,24-34,24-39,Open,104.7,105,,,,,,275,-282.5,-287.5,,275,,,,,,275,6,166.04,164.49,157.07,85.5,Yes,Czechia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Marcin Karkula,M,B,Single-ply,29.5,24-34,24-39,Open,99.6,105,,,,,,260,270,-275,,270,,,,,,270,7,166.48,164.58,157.21,86.02,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Frank Barthel,M,B,Single-ply,37,35-39,24-39,Open,104.05,105,,,,,,-270,-270,270,,270,,,,,,270,8,163.44,161.86,154.55,84.19,Yes,Germany,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
George Seeger,M,B,Single-ply,24.5,24-34,24-39,Open,100.95,105,,,,,,190,200,-202.5,,200,,,,,,200,9,122.6,121.26,115.81,63.29,Yes,UK,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Jakub Grabowski,M,B,Single-ply,26.5,24-34,24-39,Open,94.4,105,,,,,,-285,-285,,,,,,,,,,DQ,,,,,Yes,Poland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Timothy Stroshine,M,B,Single-ply,38.5,35-39,24-39,Open,95.65,105,,,,,,-282.5,-282.5,-282.5,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Luis Jaimes,M,B,Single-ply,27.5,24-34,24-39,Open,103.85,105,,,,,,-292.5,-292.5,-292.5,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Masahiko Kassai,M,B,Single-ply,46,45-49,40-49,Open,104.2,105,,,,,,-315,-315,-325,,,,,,,,,DQ,,,,,Yes,Japan,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Aliaksei Stasevich,M,B,Single-ply,31,24-34,24-39,Open,104.3,105,,,,,,-317.5,-317.5,-322.5,,,,,,,,,DQ,,,,,Yes,Belarus,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Altangerel Bujinlkham,M,B,Single-ply,40.5,40-44,40-49,Open,119.4,120,,,,,,345,-352.5,352.5,,352.5,,,,,,352.5,1,202.78,202.9,194.42,103.88,Yes,Mongolia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Chimedtseren Bataa,M,B,Single-ply,35.5,35-39,24-39,Open,118.45,120,,,,,,337.5,347.5,-352.5,,347.5,,,,,,347.5,2,200.44,200.4,192,102.7,Yes,Mongolia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Brady Stewart #1,M,B,Single-ply,34.5,24-34,24-39,Open,119.55,120,,,,,,335,340,-350,,340,,,,,,340,3,195.51,195.64,187.47,100.15,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Sergey Selezen,M,B,Single-ply,36.5,35-39,24-39,Open,119.75,120,,,,,,330,340,-350,,340,,,,,,340,4,195.4,195.57,187.4,100.09,Yes,Russia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Per Nilsson,M,B,Single-ply,42.5,40-44,40-49,Open,118.3,120,,,,,,300,332.5,-347.5,,332.5,,,,,,332.5,5,191.87,191.81,183.77,98.31,Yes,Sweden,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Kaido Leesmann,M,B,Single-ply,47.5,45-49,40-49,Open,119,120,,,,,,275,285,-290,,285,,,,,,285,6,164.14,164.18,157.31,84.09,Yes,Estonia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Duncan Sharp,M,B,Single-ply,33.5,24-34,24-39,Open,116.6,120,,,,,,-260,265,-280,,265,,,,,,265,7,153.68,153.42,146.93,78.77,Yes,England,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Saulius Skikas,M,B,Single-ply,28,24-34,24-39,Open,117,120,,,,,,225,232.5,237.5,,237.5,,,,,,237.5,8,137.57,137.38,131.58,70.51,Yes,Lithuania,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Per Marius Hole,M,B,Single-ply,27.5,24-34,24-39,Open,118.3,120,,,,,,-330,-330,-340,,,,,,,,,DQ,,,,,Yes,Norway,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Ove Lehto,M,B,Single-ply,44.5,40-44,40-49,Open,155.3,120+,,,,,,352.5,357.5,385,,385,,,,,,385,1,205.13,211.97,199.63,105.91,Yes,Finland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Jonathan Leo,M,B,Single-ply,39.5,35-39,40-49,Open,161,120+,,,,,,385,-410.5,-410.5,,385,,,,,,385,2,203.2,210.87,197.75,105.26,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Kenneth Sandvik,M,B,Single-ply,41.5,40-44,40-49,Open,140.95,120+,,,,,,347.5,352.5,-357.5,,352.5,,,,,,352.5,3,192.81,196.78,186.95,98.95,Yes,Finland,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Fridrich MatejÃ­k,M,B,Single-ply,33.5,24-34,24-39,Open,133,120+,,,,,,305,325,330,,330,,,,,,330,4,183.53,185.91,177.33,94.02,Yes,Slovakia,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
Michael Zawilinski,M,B,Single-ply,37,35-39,24-39,Open,183,120+,,,,,,-325,325,-355,,325,,,,,,325,5,166,174.45,163.28,87.34,Yes,USA,,IPF,IPF,5/22/2017,Lithuania,,Kaunas,World Bench Press Championships,Yes
